algorithm,dataset,attack,evaluations,indicator,value,dir
cars,cifar10,FGSM,680,r2,0.16655844811440673,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,680,hv_2obj,48.5703496388316,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,720,hv,144812.52301709747,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,720,r2,0.16622427303222612,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,720,hv_2obj,48.620261320447696,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,760,hv,144971.29230503467,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,760,r2,0.16596205926126278,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,760,hv_2obj,48.67287219553814,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,800,hv,145377.7875384019,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,800,r2,0.16520964302578753,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,800,hv_2obj,48.80977195512963,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,840,hv,145538.73507919002,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,840,r2,0.1649075853221417,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,840,hv_2obj,48.8636079283064,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,880,hv,145669.0076154664,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,880,r2,0.16464209214278924,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,880,hv_2obj,48.907442678970156,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,920,hv,146005.92382941872,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,920,r2,0.16402835265337032,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,920,hv_2obj,49.021424212919406,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,960,hv,146222.57171122558,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,960,r2,0.1637032669779998,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,960,hv_2obj,49.07876159347422,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1000,hv,146630.5926865571,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1000,r2,0.16294859846739118,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1000,hv_2obj,49.21650816168892,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1040,hv,146825.80435830844,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1040,r2,0.16259699284007847,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1040,hv_2obj,49.28088600687015,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1080,hv,147285.9049689008,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1080,r2,0.1623109388616059,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1080,hv_2obj,49.32979399128991,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1120,hv,147663.70563601665,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1120,r2,0.16164569446429491,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1120,hv_2obj,49.45691866382855,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1160,hv,147809.0741047687,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
